Feature,Importance
cat__Date_2023-10-10 11:11:41,0.0
cat__Date_2023-10-10 19:23:41,0.0
cat__Date_2023-10-11 09:56:41,0.0
cat__Date_2023-10-12 06:12:41,0.0
cat__Date_2023-10-12 17:47:41,0.0
cat__Date_2023-10-13 15:56:41,0.0
cat__Date_2023-10-14 06:30:41,0.0
cat__Date_2023-10-15 00:17:41,0.0
cat__Date_2023-10-15 00:37:41,0.0
cat__Date_2023-10-15 06:04:41,0.0
cat__Date_2023-10-18 16:43:41,0.0
cat__Date_2023-10-21 05:48:41,0.0
cat__Date_2023-10-21 08:04:41,0.0
cat__Date_2023-10-21 11:33:41,0.0
cat__Date_2023-10-21 16:14:41,0.0
cat__Date_2023-10-22 08:30:41,0.0
cat__Date_2023-10-23 09:38:41,0.0
cat__Date_2023-10-24 03:38:41,0.0
cat__Date_2023-10-24 19:04:41,0.0
cat__Date_2023-10-25 04:09:41,0.0
cat__Date_2023-10-26 00:43:41,0.0
cat__Date_2023-10-26 08:13:41,0.0
cat__Date_2023-10-27 03:34:41,0.0
cat__Date_2023-10-27 09:25:41,0.0
cat__Date_2023-10-28 08:17:41,0.0
cat__Date_2023-10-28 23:11:41,0.0
cat__Date_2023-10-30 03:17:41,0.0
cat__Date_2023-10-30 14:45:41,0.0
cat__Date_2023-10-30 17:39:41,0.0
cat__Date_2023-10-30 22:33:41,0.0
cat__Date_2023-10-31 11:17:41,0.0
cat__Date_2023-10-31 20:09:41,0.0
cat__Date_2023-11-01 05:23:41,0.0
cat__Date_2023-11-01 10:05:41,0.0
cat__Date_2023-11-02 02:57:41,0.0
cat__Date_2023-11-04 13:54:41,0.0
cat__Date_2023-11-06 02:14:41,0.0
cat__Date_2023-11-07 09:08:41,0.0
cat__Date_2023-11-07 20:42:41,0.0
cat__Date_2023-11-08 07:13:41,0.0
cat__Date_2023-11-09 22:24:41,0.0
cat__Date_2023-11-10 04:53:41,0.0
cat__Date_2023-11-10 16:17:41,0.0
cat__Date_2023-11-12 13:45:41,0.0
cat__Date_2023-11-13 09:29:41,0.0
cat__Date_2023-11-14 08:37:41,0.0
cat__Date_2023-11-15 18:04:41,0.0
cat__Date_2023-11-16 18:27:41,0.0
cat__Date_2023-11-17 07:49:41,0.0
cat__Date_2023-11-17 09:02:41,0.0
cat__Date_2023-11-20 14:30:41,0.0
cat__Date_2023-11-22 19:10:41,0.0
cat__Date_2023-11-23 18:13:41,0.0
cat__Date_2023-11-24 17:03:41,0.0
cat__Date_2023-11-26 03:15:41,0.0
cat__Date_2023-11-26 03:36:41,0.0
cat__Date_2023-11-26 14:44:41,0.0
cat__Date_2023-11-27 05:23:41,0.0
cat__Date_2023-11-28 05:19:41,0.0
cat__Date_2023-11-29 16:00:41,0.0
cat__Date_2023-11-30 16:29:41,0.0
cat__Date_2023-11-30 17:02:41,0.0
cat__Date_2023-11-30 21:18:41,0.0
cat__Date_2023-11-30 23:06:41,0.0
cat__Date_2023-12-01 12:15:41,0.0
cat__Date_2023-12-02 12:57:41,0.0
cat__Date_2023-12-04 19:51:41,0.0
cat__Date_2023-12-06 12:05:41,0.0
cat__Date_2023-12-08 04:19:41,0.0
cat__Date_2023-12-08 13:01:41,0.0
cat__Date_2023-12-08 21:01:41,0.0
cat__Date_2023-12-08 22:15:41,0.0
cat__Date_2023-12-09 01:10:41,0.0
cat__Date_2023-12-09 11:20:41,0.0
cat__Date_2023-12-11 08:22:41,0.0
cat__Date_2023-12-11 13:13:41,0.0
cat__Date_2023-12-12 04:00:41,0.0
cat__Date_2023-12-13 19:21:41,0.0
cat__Date_2023-12-13 23:57:41,0.0
cat__Date_2023-12-14 21:29:41,0.0
cat__Date_2023-12-15 00:49:41,0.0
cat__Date_2023-12-15 01:47:41,0.0
cat__Date_2023-12-15 17:05:41,0.0
cat__Date_2023-12-15 20:08:41,0.0
cat__Date_2023-12-16 11:41:41,0.0
cat__Date_2023-12-16 14:14:41,0.0
cat__Date_2023-12-17 10:26:41,0.0
cat__Date_2023-12-17 19:17:41,0.0
cat__Date_2023-12-18 06:24:41,0.0
cat__Date_2023-12-20 00:44:41,0.0
cat__Date_2023-12-20 10:46:41,0.0
cat__Date_2023-12-21 11:21:41,0.0
cat__Date_2023-12-21 22:29:41,0.0
cat__Date_2023-12-22 02:17:41,0.0
cat__Date_2023-12-23 07:21:41,0.0
cat__Date_2023-12-25 18:22:41,0.0
cat__Date_2023-12-26 14:11:41,0.0
cat__Date_2023-12-27 00:57:41,0.0
cat__Date_2023-12-27 02:38:41,0.0
cat__Date_2023-12-27 12:58:41,0.0
cat__Date_2023-12-28 11:16:41,0.0
cat__Date_2023-12-29 09:52:41,0.0
cat__Date_2023-12-31 02:20:41,0.0
cat__Date_2023-12-31 04:48:41,0.0
cat__Date_2023-12-31 08:21:41,0.0
cat__Date_2024-01-02 15:10:41,0.0
cat__Date_2024-01-04 03:14:41,0.0
cat__Date_2024-01-06 20:15:41,0.0
cat__Date_2024-01-07 01:22:41,0.0
cat__Date_2024-01-07 14:41:41,0.0
cat__Date_2024-01-08 02:33:41,0.0
cat__Date_2024-01-09 17:55:41,0.0
cat__Date_2024-01-09 19:38:41,0.0
cat__Date_2024-01-09 23:32:41,0.0
cat__Date_2024-01-10 01:35:41,0.0
cat__Date_2024-01-11 00:35:41,0.0
cat__Date_2024-01-11 11:40:41,0.0
cat__Date_2024-01-12 09:04:41,0.0
cat__Date_2024-01-12 10:39:41,0.0
cat__Date_2024-01-12 12:46:41,0.0
cat__Date_2024-01-14 01:11:41,0.0
cat__Date_2024-01-14 02:13:41,0.0
cat__Date_2024-01-15 04:17:41,0.0
cat__Date_2024-01-15 06:27:41,0.0
cat__Date_2024-01-16 15:07:41,0.0
cat__Date_2024-01-16 23:07:41,0.0
cat__Date_2024-01-17 03:20:41,0.0
cat__Date_2024-01-17 14:04:41,0.0
cat__Date_2024-01-18 01:54:41,0.0
cat__Date_2024-01-18 13:45:41,0.0
cat__Date_2024-01-19 06:10:41,0.0
cat__Date_2024-01-19 14:48:41,0.0
cat__Date_2024-01-20 01:05:41,0.0
cat__Date_2024-01-20 16:17:41,0.0
cat__Date_2024-01-20 18:38:41,0.0
cat__Date_2024-01-21 00:46:41,0.0
cat__Date_2024-01-22 11:40:41,0.0
cat__Date_2024-01-22 12:14:41,0.0
cat__Date_2024-01-23 04:46:41,0.0
cat__Date_2024-01-23 07:28:41,0.0
cat__Date_2024-01-23 12:48:41,0.0
cat__Date_2024-01-24 22:17:41,0.0
cat__Date_2024-01-25 05:08:41,0.0
cat__Date_2024-01-25 08:23:41,0.0
cat__Date_2024-01-25 21:27:41,0.0
cat__Date_2024-01-26 09:41:41,0.0
cat__Date_2024-01-27 22:40:41,0.0
cat__Date_2024-01-28 00:45:41,0.0
cat__Date_2024-01-29 10:38:41,0.0
cat__Date_2024-01-29 14:10:41,0.0
cat__Date_2024-01-29 16:19:41,0.0
cat__Date_2024-01-30 08:11:41,0.0
cat__Date_2024-01-30 10:33:41,0.0
cat__Date_2024-01-30 16:14:41,0.0
cat__Date_2024-01-31 01:31:41,0.0
cat__Date_2024-02-01 08:25:41,0.0
cat__Date_2024-02-02 01:44:41,0.0
cat__Date_2024-02-04 07:06:41,0.0
cat__Date_2024-02-06 05:02:41,0.0
cat__Date_2024-02-07 01:26:41,0.0
cat__Date_2024-02-07 05:29:41,0.0
cat__Date_2024-02-07 13:12:41,0.0
cat__Date_2024-02-07 19:41:41,0.0
cat__Date_2024-02-08 07:57:41,0.0
cat__Date_2024-02-08 10:45:41,0.0
cat__Date_2024-02-09 01:52:41,0.0
cat__Date_2024-02-09 07:54:41,0.0
cat__Date_2024-02-09 09:03:41,0.0
cat__Date_2024-02-10 12:02:41,0.0
cat__Date_2024-02-10 23:01:41,0.0
cat__Date_2024-02-14 01:53:41,0.0
cat__Date_2024-02-14 13:53:41,0.0
cat__Date_2024-02-14 16:58:41,0.0
cat__Date_2024-02-14 23:42:41,0.0
cat__Date_2024-02-15 21:27:41,0.0
cat__Date_2024-02-16 20:38:41,0.0
cat__Date_2024-02-17 02:01:41,0.0
cat__Date_2024-02-17 12:45:41,0.0
cat__Date_2024-02-17 14:32:41,0.0
cat__Date_2024-02-18 03:33:41,0.0
cat__Date_2024-02-19 02:10:41,0.0
cat__Date_2024-02-19 03:56:41,0.0
cat__Date_2024-02-19 16:01:41,0.0
cat__Date_2024-02-19 21:05:41,0.0
cat__Date_2024-02-20 13:23:41,0.0
cat__Date_2024-02-22 08:11:41,0.0
cat__Date_2024-02-23 16:02:41,0.0
cat__Date_2024-02-23 17:42:41,0.0
cat__Date_2024-02-24 01:05:41,0.0
cat__Date_2024-02-24 14:54:41,0.0
cat__Date_2024-02-24 15:13:41,0.0
cat__Date_2024-02-24 23:49:41,0.0
cat__Date_2024-02-27 12:33:41,0.0
cat__Date_2024-02-28 15:25:41,0.0
cat__Date_2024-02-29 16:28:41,0.0
cat__Date_2024-02-29 22:43:41,0.0
cat__Date_2024-03-02 14:41:41,0.0
cat__Date_2024-03-02 23:45:41,0.0
cat__Date_2024-03-03 02:09:41,0.0
cat__Date_2024-03-03 03:44:41,0.0
cat__Date_2024-03-04 12:28:41,0.0
cat__Date_2024-03-06 08:53:41,0.0
cat__Date_2024-03-06 20:29:41,0.0
cat__Date_2024-03-14 13:35:41,0.0
cat__Date_2024-03-14 15:29:41,0.0
cat__Date_2024-03-16 16:05:41,0.0
cat__Date_2024-03-17 08:03:41,0.0
cat__Date_2024-03-18 12:44:41,0.0
cat__Date_2024-03-18 18:17:41,0.0
cat__Date_2024-03-18 20:18:41,0.0
cat__Date_2024-03-19 13:55:41,0.0
cat__Date_2024-03-20 03:37:41,0.0
cat__Date_2024-03-20 16:16:41,0.0
cat__Date_2024-03-21 03:15:41,0.0
cat__Date_2024-03-22 12:11:41,0.0
cat__Date_2024-03-23 08:59:41,0.0
cat__Date_2024-03-23 16:05:41,0.0
cat__Date_2024-03-24 20:04:41,0.0
cat__Date_2024-03-27 17:51:41,0.0
cat__Date_2024-03-28 09:22:41,0.0
cat__Date_2024-03-29 23:59:41,0.0
cat__Date_2024-03-30 14:10:41,0.0
cat__Date_2024-03-31 11:07:41,0.0
cat__Date_2024-04-01 06:22:41,0.0
cat__Date_2024-04-01 07:06:41,0.0
cat__Date_2024-04-01 07:26:41,0.0
cat__Date_2024-04-01 23:59:41,0.0
cat__Date_2024-04-02 04:23:41,0.0
cat__Date_2024-04-03 05:08:41,0.0
cat__Date_2024-04-03 17:13:41,0.0
cat__Date_2024-04-04 06:43:41,0.0
cat__Date_2024-04-04 15:38:41,0.0
cat__Date_2024-04-04 23:35:41,0.0
cat__Date_2024-04-05 02:46:41,0.0
cat__Date_2024-04-05 14:03:41,0.0
cat__Date_2024-04-06 03:07:41,0.0
cat__Date_2024-04-06 09:22:41,0.0
cat__Date_2024-04-06 22:41:41,0.0
cat__Date_2024-04-06 23:42:41,0.0
cat__Date_2024-04-07 16:46:41,0.0
cat__Date_2024-04-08 06:25:41,0.0
cat__Date_2024-04-08 09:02:41,0.0
cat__Date_2024-04-09 19:13:41,0.0
cat__Date_2024-04-09 20:34:41,0.0
cat__Date_2024-04-10 12:21:41,0.0
cat__Date_2024-04-10 19:30:41,0.0
cat__Date_2024-04-10 20:00:41,0.0
cat__Date_2024-04-11 10:13:41,0.0
cat__Date_2024-04-11 19:48:41,0.0
cat__Date_2024-04-11 20:43:41,0.0
cat__Date_2024-04-15 11:06:41,0.0
cat__Date_2024-04-15 16:38:41,0.0
cat__Date_2024-04-15 17:17:41,0.0
cat__Date_2024-04-16 01:44:41,0.0
cat__Date_2024-04-16 03:31:41,0.0
cat__Date_2024-04-16 03:42:41,0.0
cat__Date_2024-04-16 19:29:41,0.0
cat__Date_2024-04-17 02:27:41,0.0
cat__Date_2024-04-18 07:27:41,0.0
cat__Date_2024-04-18 09:05:41,0.0
cat__Date_2024-04-18 20:16:41,0.0
cat__Date_2024-04-19 16:16:41,0.0
cat__Date_2024-04-19 20:31:41,0.0
cat__Date_2024-04-20 17:49:41,0.0
cat__Date_2024-04-21 08:11:41,0.0
cat__Date_2024-04-21 11:40:41,0.0
cat__Date_2024-04-22 07:19:41,0.0
cat__Date_2024-04-22 21:07:41,0.0
cat__Date_2024-04-24 11:38:41,0.0
cat__Date_2024-04-26 03:50:41,0.0
cat__Date_2024-04-27 05:34:41,0.0
cat__Date_2024-04-27 15:18:41,0.0
cat__Date_2024-04-27 15:34:41,0.0
cat__Date_2024-04-27 17:35:41,0.0
cat__Date_2024-04-30 18:55:41,0.0
cat__Date_2024-05-01 17:23:41,0.0
cat__Date_2024-05-02 17:56:41,0.0
cat__Date_2024-05-02 23:31:41,0.0
cat__Date_2024-05-03 17:05:41,0.0
cat__Date_2024-05-03 18:12:41,0.0
cat__Date_2024-05-05 01:06:41,0.0
cat__Date_2024-05-05 06:06:41,0.0
cat__Date_2024-05-06 05:50:41,0.0
cat__Date_2024-05-06 09:10:41,0.0
cat__Date_2024-05-06 14:35:41,0.0
cat__Date_2024-05-06 15:15:41,0.0
cat__Date_2024-05-08 01:04:41,0.0
cat__Date_2024-05-08 18:32:41,0.0
cat__Date_2024-05-09 17:58:41,0.0
cat__Date_2024-05-11 05:20:41,0.0
cat__Date_2024-05-12 12:27:41,0.0
cat__Date_2024-05-13 12:59:41,0.0
cat__Date_2024-05-13 23:19:41,0.0
cat__Date_2024-05-14 01:18:41,0.0
cat__Date_2024-05-15 10:24:41,0.0
cat__Date_2024-05-15 23:02:41,0.0
cat__Date_2024-05-17 16:09:41,0.0
cat__Date_2024-05-17 22:00:41,0.0
cat__Date_2024-05-18 04:32:41,0.0
cat__Date_2024-05-19 01:51:41,0.0
cat__Date_2024-05-19 04:22:41,0.0
cat__Date_2024-05-19 18:53:41,0.0
cat__Date_2024-05-19 19:49:41,0.0
cat__Date_2024-05-20 23:45:41,0.0
cat__Date_2024-05-20 23:47:41,0.0
cat__Date_2024-05-22 00:57:41,0.0
cat__Date_2024-05-22 04:15:41,0.0
cat__Date_2024-05-22 16:06:41,0.0
cat__Date_2024-05-23 08:03:41,0.0
cat__Date_2024-05-24 07:15:41,0.0
cat__Date_2024-05-24 09:56:41,0.0
cat__Date_2024-05-26 05:24:41,0.0
cat__Date_2024-05-26 20:56:41,0.0
cat__Date_2024-05-27 10:30:41,0.0
cat__Date_2024-05-27 12:11:41,0.0
cat__Date_2024-05-27 13:38:41,0.0
cat__Date_2024-05-28 11:52:41,0.0
cat__Date_2024-05-29 09:18:41,0.0
cat__Date_2024-05-29 09:43:41,0.0
cat__Date_2024-05-29 21:10:41,0.0
cat__Date_2024-06-01 02:37:41,0.0
cat__Date_2024-06-01 13:15:41,0.0
cat__Date_2024-06-01 23:59:41,0.0
cat__Date_2024-06-05 05:54:41,0.0
cat__Date_2024-06-05 06:53:41,0.0
cat__Date_2024-06-06 15:21:41,0.0
cat__Date_2024-06-08 10:20:41,0.0
cat__Date_2024-06-08 15:02:41,0.0
cat__Date_2024-06-09 09:08:41,0.0
cat__Date_2024-06-09 17:00:41,0.0
cat__Date_2024-06-11 08:28:41,0.0
cat__Date_2024-06-12 13:33:41,0.0
cat__Date_2024-06-12 17:07:41,0.0
cat__Date_2024-06-13 09:52:41,0.0
cat__Date_2024-06-13 11:35:41,0.0
cat__Date_2024-06-13 14:52:41,0.0
cat__Date_2024-06-15 04:11:41,0.0
cat__Date_2024-06-15 23:06:41,0.0
cat__Date_2024-06-16 06:43:41,0.0
cat__Date_2024-06-17 07:01:41,0.0
cat__Date_2024-06-17 08:15:41,0.0
cat__Date_2024-06-18 12:55:41,0.0
cat__Date_2024-06-18 21:31:41,0.0
cat__Date_2024-06-19 15:42:41,0.0
cat__Date_2024-06-20 06:10:41,0.0
cat__Date_2024-06-22 04:19:41,0.0
cat__Date_2024-06-23 05:21:41,0.0
cat__Date_2024-06-24 04:28:41,0.0
cat__Date_2024-06-25 00:05:41,0.0
cat__Date_2024-06-26 05:57:41,0.0
cat__Date_2024-06-26 23:46:41,0.0
cat__Date_2024-06-27 04:19:41,0.0
cat__Date_2024-06-27 14:58:41,0.0
cat__Date_2024-06-28 12:33:41,0.0
cat__Date_2024-06-28 20:12:41,0.0
cat__Date_2024-06-29 09:22:41,0.0
cat__Date_2024-06-30 22:35:41,0.0
cat__Date_2024-07-01 02:25:41,0.0
cat__Date_2024-07-01 03:33:41,0.0
cat__Date_2024-07-01 06:35:41,0.0
cat__Date_2024-07-02 03:47:41,0.0
cat__Date_2024-07-03 00:46:41,0.0
cat__Date_2024-07-03 13:32:41,0.0
cat__Date_2024-07-03 22:44:41,0.0
cat__Date_2024-07-04 05:41:41,0.0
cat__Date_2024-07-04 10:57:41,0.0
cat__Date_2024-07-05 01:17:41,0.0
cat__Date_2024-07-05 14:38:41,0.0
cat__Date_2024-07-05 19:06:41,0.0
cat__Date_2024-07-05 20:29:41,0.0
cat__Date_2024-07-06 04:58:41,0.0
cat__Date_2024-07-06 09:26:41,0.0
cat__Date_2024-07-07 18:58:41,0.0
cat__Date_2024-07-09 07:35:41,0.0
cat__Date_2024-07-09 16:33:41,0.0
cat__Date_2024-07-10 00:55:41,0.0
cat__Date_2024-07-12 00:23:41,0.0
cat__Date_2024-07-12 15:01:41,0.0
cat__Date_2024-07-14 11:05:41,0.0
cat__Date_2024-07-15 02:39:41,0.0
cat__Date_2024-07-16 00:56:41,0.0
cat__Date_2024-07-16 01:11:41,0.0
cat__Date_2024-07-16 10:32:41,0.0
cat__Date_2024-07-16 15:53:41,0.0
cat__Date_2024-07-16 21:26:41,0.0
cat__Date_2024-07-17 08:52:41,0.0
cat__Date_2024-07-17 23:57:41,0.0
cat__Date_2024-07-18 03:14:41,0.0
cat__Date_2024-07-18 15:56:41,0.0
cat__Date_2024-07-19 00:18:41,0.0
cat__Date_2024-07-19 18:48:41,0.0
cat__Date_2024-07-19 22:05:41,0.0
cat__Date_2024-07-20 11:10:41,0.0
cat__Date_2024-07-20 17:04:41,0.0
cat__Date_2024-07-24 06:33:41,0.0
cat__Date_2024-07-24 15:05:41,0.0
cat__Date_2024-07-25 09:48:41,0.0
cat__Date_2024-07-25 10:45:41,0.0
cat__Date_2024-07-27 01:32:41,0.0
cat__Date_2024-07-27 03:31:41,0.0
cat__Date_2024-07-27 08:53:41,0.0
cat__Date_2024-07-27 12:26:41,0.0
cat__Date_2024-07-28 04:31:41,0.0
cat__Date_2024-07-29 16:30:41,0.0
cat__Date_2024-07-29 21:31:41,0.0
cat__Date_2024-07-30 05:36:41,0.0
cat__Date_2024-07-30 12:13:41,0.0
cat__Date_2024-07-31 00:07:41,0.0
cat__Date_2024-07-31 03:58:41,0.0
cat__Date_2024-08-03 11:12:41,0.0
cat__Date_2024-08-05 05:33:41,0.0
cat__Date_2024-08-07 12:19:41,0.0
cat__Date_2024-08-07 12:34:41,0.0
cat__Date_2024-08-07 21:50:41,0.0
cat__Date_2024-08-08 00:54:41,0.0
cat__Date_2024-08-08 03:42:41,0.0
cat__Date_2024-08-08 08:00:41,0.0
cat__Date_2024-08-09 14:45:41,0.0
cat__Date_2024-08-09 17:07:41,0.0
cat__Date_2024-08-10 04:06:41,0.0
cat__Date_2024-08-10 07:10:41,0.0
cat__Date_2024-08-10 08:23:41,0.0
cat__Date_2024-08-10 23:36:41,0.0
cat__Date_2024-08-11 07:56:41,0.0
cat__Date_2024-08-11 18:01:41,0.0
cat__Date_2024-08-12 06:19:41,0.0
cat__Date_2024-08-12 13:42:41,0.0
cat__Date_2024-08-13 02:25:41,0.0
cat__Date_2024-08-13 10:01:41,0.0
cat__Date_2024-08-13 14:25:41,0.0
cat__Date_2024-08-13 19:21:41,0.0
cat__Date_2024-08-14 07:32:41,0.0
cat__Date_2024-08-14 16:18:41,0.0
cat__Date_2024-08-15 01:21:41,0.0
cat__Date_2024-08-15 11:15:41,0.0
cat__Date_2024-08-16 01:44:41,0.0
cat__Date_2024-08-16 10:15:41,0.0
cat__Date_2024-08-17 01:09:41,0.0
cat__Date_2024-08-17 04:57:41,0.0
cat__Date_2024-08-17 15:25:41,0.0
cat__Date_2024-08-18 21:37:41,0.0
cat__Date_2024-08-19 02:58:41,0.0
cat__Date_2024-08-20 07:39:41,0.0
cat__Date_2024-08-22 15:41:41,0.0
cat__Date_2024-08-23 00:03:41,0.0
cat__Date_2024-08-25 17:42:41,0.0
cat__Date_2024-08-26 10:39:41,0.0
cat__Date_2024-08-27 02:40:41,0.0
cat__Date_2024-08-27 12:06:41,0.0
cat__Date_2024-08-28 19:12:41,0.0
cat__Date_2024-08-30 08:39:41,0.0
cat__Date_2024-08-30 12:14:41,0.0
cat__Date_2024-09-02 11:55:41,0.0
cat__Date_2024-09-02 13:23:41,0.0
cat__Date_2024-09-03 08:57:41,0.0
cat__Date_2024-09-03 22:28:41,0.0
cat__Date_2024-09-05 05:00:41,0.0
cat__Date_2024-09-05 19:16:41,0.0
cat__Date_2024-09-06 03:01:41,0.0
cat__Date_2024-09-06 04:27:41,0.0
cat__Date_2024-09-06 23:32:41,0.0
cat__Date_2024-09-08 12:24:41,0.0
cat__Date_2024-09-11 22:36:41,0.0
cat__Date_2024-09-12 13:46:41,0.0
cat__Date_2024-09-14 03:28:41,0.0
cat__Date_2024-09-14 16:33:41,0.0
cat__Date_2024-09-16 15:00:41,0.0
cat__Date_2024-09-16 17:21:41,0.0
cat__Date_2024-09-17 04:42:41,0.0
cat__Date_2024-09-18 12:20:41,0.0
cat__Date_2024-09-19 01:32:41,0.0
cat__Date_2024-09-19 05:23:41,0.0
cat__Date_2024-09-22 02:54:41,0.0
cat__Date_2024-09-23 07:02:41,0.0
cat__Date_2024-09-24 11:28:41,0.0
cat__Date_2024-09-24 18:44:41,0.0
cat__Date_2024-09-24 19:45:41,0.0
cat__Date_2024-09-24 22:01:41,0.0
cat__Date_2024-09-25 22:02:41,0.0
cat__Date_2024-09-26 15:06:41,0.0
cat__Date_2024-09-26 15:37:41,0.0
cat__Date_2024-09-30 10:16:41,0.0
cat__Date_2024-09-30 22:48:41,0.0
cat__Date_2024-10-01 13:28:41,0.0
cat__Date_2024-10-01 21:21:41,0.0
cat__Date_2024-10-02 09:18:41,0.0
cat__Date_2024-10-02 20:24:41,0.0
cat__Date_2024-10-03 00:02:41,0.0
cat__Date_2024-10-03 07:38:41,0.0
cat__Date_2024-10-03 23:10:41,0.0
cat__Date_2024-10-04 04:12:41,0.0
cat__Date_2024-10-05 04:39:41,0.0
cat__Date_2024-10-05 04:47:41,0.0
cat__Date_2024-10-05 19:00:41,0.0
cat__Date_2024-10-05 21:13:41,0.0
cat__Date_2024-10-06 04:30:41,0.0
cat__Date_2024-10-06 20:09:41,0.0
cat__Date_2024-10-08 02:55:41,0.0
cat__Date_2024-10-08 17:21:41,0.0
cat__Contains_Price_Sí: $944,0.0
cat__Date_2024-10-11 10:48:41,0.0
cat__Date_2024-10-11 16:15:41,0.0
cat__Contains_Price_Sí: $945,0.0
cat__Contains_Price_Sí: $950,0.0
cat__Contains_Price_Sí: $951,0.0
cat__Contains_Price_Sí: $952,0.0
cat__Contains_Price_Sí: $954,0.0
cat__Date_2024-10-15 12:56:41,0.0
cat__Contains_Price_Sí: $962,0.0
cat__Contains_Price_Sí: $969,0.0
cat__Contains_Price_Sí: $97,0.0
cat__Contains_Price_Sí: $972,0.0
cat__Contains_Price_Sí: $974,0.0
cat__Contains_Price_Sí: $976,0.0
cat__Contains_Price_Sí: $978,0.0
cat__Contains_Price_Sí: $98,0.0
cat__Contains_Price_Sí: $983,0.0
cat__Contains_Price_Sí: $985,0.0
cat__Body_Compra 1 y llévate 2 — sólo por tiempo limitado. Adjunto encontrarás los detalles. Visita: http://promo.com/557,0.0
cat__Body_Compra 1 y llévate 2 — sólo por tiempo limitado. Adjunto encontrarás los detalles. Visita: http://promo.com/611,0.0
cat__Body_Compra 1 y llévate 2 — sólo por tiempo limitado. Adjunto encontrarás los detalles. Visita: http://promo.com/623,0.0
cat__Body_Compra 1 y llévate 2 — sólo por tiempo limitado. Adjunto encontrarás los detalles. Visita: http://promo.com/781,0.0
cat__Date_2024-10-25 07:14:41,0.0
cat__Body_Compra 1 y llévate 2 — sólo por tiempo limitado. Adjunto encontrarás los detalles. Visita: http://promo.com/829,0.0
cat__Date_2024-10-26 07:34:41,0.0
cat__Body_Compra 1 y llévate 2 — sólo por tiempo limitado. Adjunto encontrarás los detalles. Visita: http://reclama.com/105,0.0
cat__Date_2024-10-27 06:34:41,0.0
cat__Body_Compra 1 y llévate 2 — sólo por tiempo limitado. Adjunto encontrarás los detalles. Visita: http://reclama.com/133,0.0
cat__Date_2024-10-27 23:54:41,0.0
cat__Date_2024-10-28 03:25:41,0.0
cat__Date_2024-10-28 16:15:41,0.0
cat__Date_2024-10-28 18:57:41,0.0
cat__Date_2024-10-29 08:03:41,0.0
cat__Date_2024-10-29 08:07:41,0.0
cat__Date_2024-10-30 13:59:41,0.0
cat__Date_2024-10-30 17:24:41,0.0
cat__Date_2024-10-30 23:56:41,0.0
cat__Date_2024-10-31 08:28:41,0.0
cat__Date_2024-10-31 12:49:41,0.0
cat__Date_2024-10-31 21:41:41,0.0
cat__Date_2024-11-03 12:02:41,0.0
cat__Date_2024-11-03 23:19:41,0.0
cat__Date_2024-11-04 01:30:41,0.0
cat__Date_2024-11-07 05:31:41,0.0
cat__Date_2024-11-07 15:02:41,0.0
cat__Date_2024-11-07 20:55:41,0.0
cat__Date_2024-11-07 22:24:41,0.0
cat__Date_2024-11-08 23:28:41,0.0
cat__Date_2024-11-09 04:35:41,0.0
cat__Date_2024-11-09 22:42:41,0.0
cat__Date_2024-11-10 01:44:41,0.0
cat__Date_2024-11-10 07:34:41,0.0
cat__Date_2024-11-11 19:15:41,0.0
cat__Date_2024-11-12 08:25:41,0.0
cat__Date_2024-11-13 06:06:41,0.0
cat__Date_2024-11-13 12:12:41,0.0
cat__Date_2024-11-14 12:13:41,0.0
cat__Date_2024-11-14 12:46:41,0.0
cat__Date_2024-11-16 14:21:41,0.0
cat__Date_2024-11-17 16:04:41,0.0
cat__Date_2024-11-18 13:40:41,0.0
cat__Date_2024-11-19 07:29:41,0.0
cat__Date_2024-11-19 12:38:41,0.0
cat__Date_2024-11-20 08:21:41,0.0
cat__Date_2024-11-21 00:06:41,0.0
cat__Date_2024-11-22 05:28:41,0.0
cat__Date_2024-11-23 19:19:41,0.0
cat__Date_2024-11-25 06:28:41,0.0
cat__Date_2024-11-25 14:52:41,0.0
cat__Date_2024-11-25 22:43:41,0.0
cat__Date_2024-11-26 01:12:41,0.0
cat__Date_2024-11-28 05:20:41,0.0
cat__Date_2024-11-29 01:12:41,0.0
cat__Date_2024-11-29 03:40:41,0.0
cat__Date_2024-11-29 05:37:41,0.0
cat__Date_2024-11-30 14:10:41,0.0
cat__Date_2024-11-30 16:00:41,0.0
cat__Date_2024-12-01 21:35:41,0.0
cat__Date_2024-12-02 02:35:41,0.0
cat__Date_2024-12-02 17:06:41,0.0
cat__Date_2024-12-02 22:49:41,0.0
cat__Date_2024-12-03 05:31:41,0.0
cat__Date_2024-12-03 22:38:41,0.0
cat__Date_2024-12-05 01:07:41,0.0
cat__Date_2024-12-05 08:19:41,0.0
cat__Date_2024-12-05 09:08:41,0.0
cat__Date_2024-12-08 00:54:41,0.0
cat__Date_2024-12-08 07:10:41,0.0
cat__Date_2024-12-08 22:48:41,0.0
cat__Date_2024-12-08 23:33:41,0.0
cat__Date_2024-12-09 01:13:41,0.0
cat__Date_2024-12-09 06:21:41,0.0
cat__Date_2024-12-09 07:05:41,0.0
cat__Date_2024-12-10 18:37:41,0.0
cat__Date_2024-12-11 21:04:41,0.0
cat__Date_2024-12-14 02:32:41,0.0
cat__Date_2024-12-14 07:41:41,0.0
